repayment_id,loan_id,principal_paid,interest_paid,payment_date,late_days
43,1362,3815.36,606.08,2022-04-16,21
44,8,1519.75,756.4,2021-11-16,1
45,2684,247.12,613.55,2023-07-01,12
46,1888,2313.38,817.94,2021-09-23,46
47,870,251.48,990.14,2025-10-24,33
48,2389,4729.17,595.24,2023-09-17,52
49,416,4433.9,478.24,2021-09-13,32
50,2966,2445.5,990.51,2025-08-11,58
51,1633,3130.42,612.97,2025-03-04,22
52,2703,4138.73,352.29,2024-07-20,56
53,2351,1886.34,891.12,2022-10-13,47
54,1421,4312.47,835.73,2025-12-30,39
55,1426,1228.26,663.09,2024-10-24,56
56,539,1476.74,20.68,2025-05-30,7
57,1763,1705.64,694.63,2021-07-17,9
58,1979,1176.81,838.95,2025-12-15,28
59,684,4615.68,892.71,2023-05-28,41
60,2073,284.75,976.02,2021-07-29,54
61,1166,164.82,322.56,2022-11-24,45
62,1624,2269.2,936.31,2021-11-30,11
63,2330,244.16,868.06,2024-08-26,26
64,2022,713.33,667.26,2022-06-12,28
65,893,1164.9,696.39,2025-12-10,16
66,2924,4776.4,130.62,2025-04-10,42
67,2408,4669.96,394.44,2025-04-06,54
68,327,4738.97,954.12,2021-11-10,12
69,1295,3718.25,171.59,2025-06-06,41
70,1268,801.06,467.13,2022-12-26,15
71,843,3593.0,914.16,2023-04-22,35
72,1860,2854.25,485.46,2024-08-17,13
73,184,3179.11,195.46,2025-04-01,14
74,2671,3974.83,270.18,2024-04-03,47
75,1901,3079.78,787.63,2025-11-24,47
76,2250,2295.79,22.18,2022-04-24,24
77,33,1112.54,38.2,2022-02-28,56
78,2775,3598.01,102.13,2023-10-13,60
79,61,4153.44,861.61,2022-09-30,19
80,826,2581.77,166.6,2022-06-10,52
81,2945,2780.15,845.85,2023-10-12,56
82,2366,341.47,296.28,2024-12-21,2
83,1420,4530.87,698.09,2021-08-12,4
84,2351,248.69,252.63,2022-02-01,45
85,312,4265.61,787.38,2024-07-13,34
86,1068,607.93,857.09,2021-10-22,28
87,743,354.25,722.89,2021-11-03,11
88,2649,252.63,497.79,2024-07-02,14
89,1080,3067.74,254.49,2026-06-03,49
90,2197,336.45,966.14,2021-10-11,56
91,2155,4754.2,458.72,2023-04-12,9
92,1138,3812.35,486.76,2024-05-30,23
93,2,2872.39,837.83,2024-02-14,7
94,2822,4081.37,144.2,2023-05-26,57
95,1316,1163.21,519.36,2025-12-12,14
96,2842,3476.36,530.23,2025-04-30,54
97,1406,3921.46,576.63,2024-07-09,51
98,485,1422.52,678.65,2025-09-08,53
99,66,660.1,973.82,2025-01-10,7
100,2715,1406.96,735.58,2022-05-12,30
101,2926,4590.76,647.69,2022-08-09,25
102,552,2345.67,392.98,2024-11-07,13
103,2337,3237.91,754.25,2025-09-06,30
104,92,728.29,582.34,2022-12-25,39
105,1635,2620.98,357.5,2024-06-09,13
106,1135,1547.28,69.31,2023-12-19,26
107,2832,4344.83,510.31,2023-12-16,46
108,571,616.46,340.04,2025-06-10,34
109,824,629.69,941.91,2023-03-18,56
110,1260,3174.16,498.18,2026-03-27,43
111,2411,425.01,738.48,2023-08-24,35
112,631,4077.26,282.76,2022-01-25,35
113,1514,109.24,380.07,2023-08-20,0
114,582,2530.35,351.33,2024-12-17,7
115,2544,4799.37,478.93,2026-03-10,2
116,2098,2079.47,753.71,2022-09-28,16
117,1852,1499.5,430.25,2024-11-21,49
118,1234,2748.96,773.77,2023-03-20,35
119,1982,641.64,612.83,2023-01-15,60
120,951,3750.45,217.85,2025-11-16,37
121,2983,3795.04,987.49,2024-08-28,41
122,392,2492.23,753.12,2026-01-02,41
123,1367,2835.7,26.34,2024-04-30,15
124,1904,3342.11,963.16,2024-05-28,16
125,2046,551.87,481.96,2021-11-06,44
126,2461,3127.7,551.19,2026-05-23,60
127,857,1033.56,661.68,2023-05-30,34
128,432,2152.58,392.07,2021-09-08,60
129,283,395.05,802.9,2023-10-17,12
130,777,4987.38,513.21,2022-03-05,21
131,729,1949.08,395.05,2022-01-17,11
132,2455,4725.75,564.93,2022-12-10,28
133,2307,725.24,575.54,2023-05-13,47
134,1072,2030.85,819.43,2024-09-17,54
135,483,368.29,373.67,2023-11-02,29
136,559,776.57,839.8,2026-03-01,11
137,2349,3328.59,440.61,2024-06-15,21
138,181,2779.06,338.93,2023-03-07,9
139,1970,4034.09,404.35,2021-09-24,33
140,922,1002.19,494.14,2025-10-09,18
141,2482,1389.07,739.55,2023-02-04,10
142,87,4253.41,882.01,2023-06-11,47
143,17,2887.25,836.29,2022-09-15,42
144,481,777.14,513.09,2023-09-02,47
145,541,629.59,873.18,2021-11-15,5
146,320,3475.65,212.55,2025-10-22,26
147,1205,240.87,34.81,2021-10-15,49
148,188,2395.84,251.57,2022-11-19,5
149,1196,2692.04,88.1,2022-03-27,40
150,1614,4904.38,141.04,2021-09-11,59
151,1943,4507.17,151.83,2022-02-15,55
152,292,2705.82,765.17,2025-09-07,28
153,777,4043.84,593.66,2023-08-29,21
154,974,3986.74,152.93,2022-08-10,42
155,1924,872.43,636.62,2023-07-09,23
156,997,3929.26,162.59,2025-10-19,44
157,2767,1825.52,367.91,2022-09-16,25
158,323,1548.4,266.99,2022-08-13,23
159,2299,577.6,974.69,2024-12-14,60
160,1748,4929.9,149.73,2024-09-20,40
161,2944,957.67,344.28,2026-03-27,39
162,2907,1154.89,57.12,2024-02-04,14
163,1073,1174.88,531.47,2023-04-17,27
164,1141,3419.71,792.81,2026-01-05,52
165,2444,727.52,401.83,2024-02-25,44
166,457,2470.97,367.95,2023-01-02,8
167,145,2556.17,376.47,2024-08-25,56
168,823,4802.22,514.9,2021-08-11,3
169,2777,3013.27,747.37,2024-11-12,51
170,2693,3174.81,639.7,2023-04-11,5
171,2371,4518.91,961.39,2024-05-03,44
172,979,2161.33,91.56,2026-03-28,29
173,891,3907.56,549.27,2024-12-23,46
174,695,1453.46,280.02,2025-09-06,18
175,95,913.02,889.45,2024-01-25,36
176,1729,3403.54,353.69,2023-08-16,11
177,1418,4765.59,150.31,2024-04-03,11
178,27,3287.24,113.94,2026-03-19,3
179,2970,4002.81,119.08,2022-06-06,51
180,963,346.41,881.4,2022-08-03,57
181,2482,4467.12,126.16,2024-02-18,23
182,2331,180.63,173.85,2025-06-20,48
183,2444,3223.24,419.68,2026-05-15,34
184,298,4492.35,385.68,2026-02-26,7
185,2219,1008.85,705.07,2025-04-15,43
186,1585,1297.13,650.35,2025-06-28,31
187,2348,4331.28,101.3,2023-02-04,19
188,456,793.13,433.81,2023-02-11,16
189,1127,2480.74,542.97,2025-11-05,56
190,2509,1792.18,397.29,2023-06-05,5
191,2119,158.16,608.99,2023-02-24,58
192,288,3148.93,380.84,2023-12-17,6
193,2033,3230.53,62.62,2025-06-08,29
194,2618,3106.96,162.19,2024-12-21,9
195,696,4242.23,247.42,2023-04-04,33
196,2329,3986.82,153.07,2024-07-26,58
197,194,1724.46,440.88,2024-01-25,37
198,1719,4473.61,538.18,2022-05-20,26
199,2614,710.33,727.08,2024-05-05,11
200,929,4009.9,802.37,2024-01-25,18
201,2287,1083.9,653.1,2025-02-28,50
202,1337,3971.37,264.79,2024-05-14,7
203,1776,1889.28,917.52,2023-08-04,25
204,14,4936.17,127.97,2025-01-03,58
205,1536,4173.74,49.78,2022-08-27,54
206,2567,1307.95,452.87,2025-07-23,36
207,1879,3864.07,270.03,2025-12-24,58
208,2704,686.48,884.7,2025-09-16,12
209,950,2266.11,486.85,2024-04-29,54
210,230,3672.8,461.1,2021-08-24,21
211,2652,2854.36,870.84,2025-01-16,13
212,2894,2629.31,474.9,2023-11-24,20
213,1334,1725.48,990.21,2024-07-19,24
214,1244,2027.23,222.4,2024-09-14,56
215,2473,122.78,627.09,2025-06-02,0
216,378,4132.15,141.14,2026-01-23,33
217,1608,1759.4,626.4,2023-03-19,57
218,1214,4135.25,382.62,2025-02-22,39
219,2875,973.8,268.82,2025-10-04,30
220,1763,595.04,564.22,2022-02-02,5
221,445,2595.68,473.0,2025-10-31,50
222,1589,4322.99,790.77,2021-09-28,11
223,336,3009.96,352.57,2024-07-30,47
224,1849,2393.18,275.24,2025-06-09,3
225,2293,178.87,449.09,2021-09-09,54
226,26,4886.08,411.31,2025-01-23,20
227,2644,3603.1,229.16,2026-02-05,41
228,1135,4337.22,438.0,2023-08-18,51
229,2951,4676.3,253.79,2022-05-19,52
230,1840,3123.14,520.48,2025-10-21,52
231,740,2574.02,773.07,2024-11-17,43
232,2144,2132.45,209.01,2022-02-04,26
233,1270,432.02,532.07,2025-08-03,44
234,544,1134.66,687.24,2026-05-16,35
235,2971,3170.83,906.59,2023-06-09,49
236,656,1095.41,334.17,2024-05-08,16
237,557,146.48,971.43,2022-07-26,29
238,1863,3600.7,182.2,2024-12-20,1
239,1550,2362.51,986.48,2026-02-09,46
240,2570,3254.7,676.14,2023-10-26,20
241,1734,693.17,879.46,2023-04-20,48
242,2618,3034.15,450.07,2022-02-27,53
243,1382,3665.39,501.3,2024-08-26,5
244,1024,1749.54,753.97,2021-12-11,4
245,1103,2721.9,106.34,2022-12-12,45
246,884,4744.34,364.82,2022-11-25,5
247,2703,2055.48,897.07,2024-04-01,24
248,1425,1826.9,327.89,2023-05-22,2
249,770,2525.97,607.07,2024-11-27,36
250,1300,4110.33,191.52,2022-01-12,13
251,1285,929.94,941.45,2023-10-18,1
252,2508,1093.12,483.6,2024-04-07,32
253,1884,4041.78,584.3,2026-03-08,52
254,2057,2481.04,491.07,2023-04-13,38
255,1570,3285.92,280.64,2021-06-28,12
256,1482,3112.65,83.9,2022-05-02,1
257,2945,1872.93,592.08,2023-07-30,39
258,2067,1947.65,434.54,2024-03-13,47
259,821,168.57,179.82,2026-02-23,30
260,1089,3504.4,327.82,2022-03-26,2
261,2924,3661.33,832.67,2022-12-07,38
262,2785,3875.4,476.42,2022-12-13,6
263,521,1522.17,375.52,2023-10-03,48
264,682,1393.85,105.43,2021-09-28,37
265,2760,1588.08,350.28,2023-09-11,30
266,2368,2140.02,991.89,2025-07-25,43
267,2257,3146.49,841.36,2022-09-11,16
268,728,1118.44,71.42,2025-08-22,18
269,1271,1276.74,912.26,2023-11-29,33
270,2434,4931.06,118.61,2022-05-15,48
271,1648,3732.38,805.09,2025-11-06,40
272,2775,4320.1,789.07,2023-04-16,39
273,2332,457.37,854.81,2025-10-30,50
274,2587,3335.07,577.11,2022-10-14,19
275,1998,834.38,181.08,2023-04-22,40
276,2104,4969.17,142.74,2024-04-06,25
277,1448,3215.97,808.88,2022-03-05,4
278,2166,1790.0,864.3,2025-11-07,47
279,326,2453.41,58.35,2024-09-06,25
280,2650,574.66,905.89,2023-04-23,9
281,1467,2085.88,328.89,2024-09-22,15
282,1686,4109.84,71.58,2024-04-23,58
283,2006,4084.99,403.96,2022-01-20,6
284,1554,1384.97,673.12,2025-01-08,24
285,1721,1766.24,189.66,2022-04-16,12
286,213,497.45,876.09,2022-07-05,5
287,1581,1892.46,24.68,2024-08-16,0
288,1423,1085.15,266.5,2025-02-18,7
289,1948,3461.7,541.45,2022-01-18,55
290,2151,2390.34,296.46,2025-08-23,50
291,842,4892.75,835.57,2024-11-01,59
292,379,2203.73,141.52,2025-10-23,23
293,1843,3273.87,42.9,2023-09-23,18
294,1749,2355.83,299.45,2022-07-19,44
295,2717,2841.92,107.07,2021-06-29,4
296,1764,3547.51,455.05,2024-09-09,29
297,2609,3905.55,975.12,2025-02-14,53
298,2702,2931.01,675.74,2023-03-30,50
299,1210,2595.13,154.1,2025-03-01,32
300,1950,4489.74,611.85,2021-09-26,3
301,2714,1119.39,205.76,2024-03-17,40
302,408,2802.27,311.53,2025-10-03,47
303,516,3763.26,125.87,2025-02-08,3
304,2901,3051.23,117.49,2024-12-01,20
305,961,698.13,306.54,2022-04-23,19
306,2584,1538.78,436.16,2023-07-08,17
307,198,4572.9,640.38,2024-06-26,24
308,293,2624.03,555.25,2024-12-29,49
309,2885,3700.81,935.65,2024-03-21,41
310,2488,2847.17,425.62,2024-07-13,50
311,547,1026.3,927.07,2025-10-04,58
312,748,1738.98,116.22,2021-09-19,13
313,2795,4569.84,447.3,2026-05-05,60
314,2476,3928.86,225.95,2025-05-28,36
315,1136,2424.19,769.2,2024-10-20,53
316,1815,3887.9,959.25,2025-08-23,25
317,2023,548.89,925.18,2025-06-25,23
318,2374,202.65,866.64,2023-05-04,23
319,2270,981.02,481.0,2022-02-17,46
320,2567,2789.44,301.12,2024-08-14,22
321,2235,3445.18,417.36,2021-08-21,8
322,2285,2474.71,148.06,2026-05-31,16
323,2871,279.78,988.96,2022-02-26,20
324,2415,2679.77,640.96,2025-12-21,52
325,1569,2549.88,149.72,2022-12-17,29
326,1870,389.71,797.55,2024-04-26,54
327,1285,1675.08,802.36,2021-08-19,45
328,2860,4664.03,376.01,2022-12-26,20
329,396,4447.73,110.46,2022-02-24,31
330,2860,3022.73,904.31,2025-12-10,37
331,1169,3414.59,933.79,2024-05-04,49
332,1694,4188.01,971.28,2026-06-16,31
333,907,2566.76,380.53,2022-08-30,23
334,1637,3239.28,574.32,2026-03-09,27
335,316,3304.13,486.86,2022-08-20,44
336,245,4753.79,996.9,2022-02-04,1
337,63,4182.98,384.02,2024-10-30,26
338,155,133.68,547.87,2023-04-06,33
339,2786,4782.74,344.53,2024-09-24,54
340,782,179.76,66.75,2025-06-03,5
341,2648,1839.98,223.93,2025-05-30,13
342,2461,4957.98,288.74,2025-01-02,17
343,699,1495.7,926.06,2025-11-10,29
344,139,4863.57,408.01,2026-06-01,13
345,2050,628.9,194.86,2023-10-07,38
346,1761,4524.44,417.91,2024-04-24,43
347,1206,1862.12,415.39,2025-07-11,57
348,1815,2025.77,486.3,2022-09-12,38
349,1692,3251.16,465.36,2022-01-18,39
350,1723,2609.07,890.85,2024-04-23,7
351,116,921.39,468.49,2023-06-02,16
352,1624,4612.67,36.36,2022-07-18,35
353,2242,3420.43,696.9,2022-09-14,53
354,2844,2336.67,127.45,2023-11-27,36
355,1199,4479.86,154.61,2025-07-15,30
356,49,4881.22,227.25,2025-06-27,53
357,2117,4434.93,67.14,2025-04-07,22
358,1581,3492.29,633.24,2025-04-24,38
359,1571,109.19,393.89,2024-09-04,48
360,528,2473.84,895.95,2021-10-16,29
361,1497,3837.52,388.93,2023-03-27,45
362,2327,947.87,832.91,2023-07-16,5
363,1753,1290.85,103.02,2023-01-13,2
364,2964,3698.43,330.46,2023-07-03,25
365,1897,1798.08,675.06,2022-05-12,50
366,868,3619.94,228.06,2025-02-04,30
367,632,3740.1,976.47,2024-03-07,40
368,255,4942.96,958.14,2023-01-27,37
369,2523,3863.74,661.47,2022-11-16,1
370,1496,2356.71,436.97,2025-03-06,16
371,2659,1000.11,652.4,2026-03-21,47
372,1882,809.43,821.66,2026-01-11,41
373,1544,3789.02,950.06,2024-11-12,16
374,133,4367.85,364.83,2022-06-12,44
375,990,3328.6,816.73,2024-07-12,60
376,1405,3001.28,442.28,2021-12-23,11
377,2480,4214.2,843.63,2025-01-01,17
378,2295,4697.69,281.3,2022-03-25,39
379,305,2083.79,194.15,2021-07-06,40
380,1728,3599.7,297.51,2025-09-08,46
381,1483,4017.07,322.14,2025-04-07,57
382,1074,137.53,773.66,2023-12-31,51
383,2021,992.95,87.57,2023-02-02,59
384,2321,3098.58,587.06,2024-08-25,27
385,2424,3601.02,532.08,2021-12-13,45
386,2099,2807.0,149.0,2024-05-21,42
387,2973,2472.47,905.6,2024-04-24,20
388,1274,892.01,23.51,2022-01-26,31
389,485,3176.82,221.78,2023-03-26,58
390,1771,1615.12,174.08,2025-01-06,58
391,1431,3398.61,424.42,2023-08-29,56
392,2296,2066.62,323.97,2023-04-27,4
393,503,4375.28,366.88,2022-02-08,16
394,1581,3052.07,591.63,2021-12-01,16
395,2332,2639.15,822.25,2023-09-05,5
396,2075,1289.33,470.75,2024-12-15,0
397,2107,1717.26,835.07,2025-09-21,42
398,1434,3710.04,718.87,2023-12-10,51
399,1486,879.18,550.16,2023-07-26,3
400,2474,4406.8,268.42,2024-02-20,22
401,2000,2292.8,298.74,2025-04-01,32
402,463,2140.22,50.84,2024-02-04,40
403,1850,1251.54,304.23,2022-06-22,53
404,2613,2444.25,251.33,2022-04-09,18
405,1181,4003.75,65.16,2023-03-16,17
406,2916,4664.09,585.93,2024-02-25,36
407,2869,3954.5,646.31,2025-09-03,43
408,1096,2006.11,712.57,2024-07-05,4
409,2624,221.48,948.99,2022-03-30,57
410,2628,2554.1,388.44,2024-09-02,18
411,2779,1152.06,77.05,2021-07-25,14
412,557,1078.59,927.46,2025-10-06,33
413,1372,3526.95,176.93,2024-01-03,50
414,978,4246.8,105.63,2022-09-29,29
415,2409,4557.15,394.07,2025-05-31,58
416,2118,4666.72,993.29,2021-11-11,32
417,2344,4815.57,919.66,2022-03-02,43
418,856,4272.27,278.33,2024-12-12,35
419,881,3961.37,140.61,2025-10-30,46
420,1486,268.84,287.47,2023-10-08,53
421,2446,1217.11,145.58,2025-02-09,5
422,1236,4484.48,178.57,2021-12-16,43
423,279,4957.73,206.49,2025-04-01,30
424,2889,2690.29,709.67,2022-01-18,36
425,2895,4041.86,839.04,2023-06-21,9
426,2139,1949.62,292.82,2022-07-30,57
427,507,3816.14,774.06,2022-06-08,27
428,396,2868.92,759.38,2023-06-04,9
429,2685,4641.74,539.85,2021-10-31,24
430,210,2219.15,88.56,2025-09-19,23
431,605,1884.38,721.61,2021-11-15,23
432,798,1282.86,185.86,2023-03-27,50
433,17,1207.03,181.64,2022-03-22,14
434,2235,4947.53,422.95,2023-10-03,31
435,2331,2808.49,781.97,2025-08-03,55
436,2446,2095.21,423.31,2024-05-11,4
437,2184,1762.7,684.67,2024-10-19,0
438,2964,2939.2,46.39,2024-05-20,12
439,2429,2089.71,249.87,2023-09-13,14
440,2736,4571.17,740.53,2024-09-03,29
441,1389,3494.29,686.2,2021-08-22,37
442,143,1102.87,248.52,2026-01-08,46
443,1519,881.51,365.6,2024-12-29,39
444,780,1413.73,414.58,2023-08-08,33
445,2241,3053.77,286.92,2025-06-12,47
446,454,441.47,964.67,2022-01-28,1
447,1673,3012.18,994.71,2022-06-26,17
448,141,1916.12,287.41,2025-04-07,16
449,2865,1563.98,813.77,2025-07-20,43
450,2127,4883.68,627.9,2022-03-09,45
451,2331,3242.28,79.76,2021-12-27,38
452,2388,1032.22,169.71,2025-08-08,9
453,2020,4403.45,180.14,2021-11-15,58
454,2719,2767.71,275.88,2022-05-28,16
455,1417,3229.33,964.76,2023-04-12,41
456,1154,950.23,622.07,2023-08-01,31
457,1650,1041.68,736.47,2025-09-03,23
458,2190,1825.89,963.94,2026-04-02,4
459,2612,3937.38,191.96,2023-11-02,28
460,659,4866.93,841.01,2022-11-08,33
461,2009,3232.21,660.14,2023-01-16,14
462,1449,2751.12,97.41,2022-11-28,53
463,2286,3559.07,806.26,2026-05-09,31
464,2727,4617.36,913.04,2021-10-23,7
465,1125,1578.18,63.07,2025-06-26,21
466,357,4397.49,206.0,2021-08-13,48
467,2347,1996.63,226.4,2023-02-14,22
468,1590,4065.31,743.68,2023-05-24,15
469,2933,483.33,125.0,2025-02-09,7
470,2714,216.56,338.3,2023-10-18,18
471,2245,2153.18,665.46,2023-06-11,16
472,1586,1963.28,679.17,2026-04-17,26
473,1333,191.63,837.2,2023-07-21,2
474,1733,1139.34,236.51,2021-07-26,18
475,134,1047.44,869.91,2025-04-06,6
476,2619,3064.9,689.54,2025-05-16,21
477,2518,2080.55,687.08,2023-03-05,45
478,2007,4354.51,681.86,2023-07-26,33
479,1803,397.13,451.9,2026-03-02,33
480,2507,488.49,236.0,2024-05-23,59
481,2479,519.58,145.69,2024-08-15,40
482,2817,181.55,410.21,2025-02-15,40
483,2331,3128.97,280.89,2024-01-17,29
484,397,1482.38,260.31,2022-06-24,27
485,815,1169.15,220.74,2025-02-02,26
486,1323,1166.37,27.0,2021-10-20,49
487,939,3992.25,511.54,2022-02-09,26
488,754,1298.72,20.49,2022-02-16,48
489,1187,4045.95,511.71,2022-12-02,48
490,22,1044.02,850.2,2026-04-10,44
491,1282,1411.61,754.45,2025-12-21,48
492,383,2226.55,122.12,2026-04-14,13
493,2186,2295.83,501.48,2026-02-04,35
494,2189,2789.71,582.36,2022-05-09,37
495,527,678.35,560.0,2025-12-20,25
496,332,3836.68,836.66,2023-06-23,45
497,661,1362.9,168.78,2023-11-06,48
498,2929,2982.75,755.38,2021-07-29,41
499,1195,1164.44,574.65,2023-06-30,0
500,1509,591.63,829.78,2026-02-16,23
501,265,3586.25,619.17,2024-10-04,16
502,183,526.14,507.18,2025-05-18,35
503,2848,3953.25,902.58,2025-12-10,35
504,1416,134.55,923.23,2025-05-03,25
505,2013,2376.26,759.6,2026-02-10,6
506,2068,1703.54,368.94,2022-03-25,10
507,1563,4125.64,165.01,2024-11-15,7
508,1157,2614.08,153.0,2025-01-25,38
509,148,3364.95,556.97,2022-06-12,4
510,1418,2379.3,897.41,2024-08-11,55
511,1274,4894.12,526.7,2025-02-21,58
512,410,2606.97,713.46,2022-05-19,43
513,2286,4482.81,314.23,2024-12-24,38
514,947,2394.88,756.59,2024-12-01,59
515,322,1323.81,190.28,2021-09-11,56
516,2294,868.92,492.04,2025-06-28,51
517,2817,495.49,254.08,2023-04-11,24
518,892,4558.9,643.32,2024-09-20,15
519,2566,3441.46,537.65,2025-12-30,7
520,1678,4322.05,639.9,2025-08-18,54
521,882,3128.21,36.14,2025-02-13,39
522,189,2496.2,410.49,2023-07-18,14
523,2794,1493.44,372.63,2022-08-08,57
524,2207,3723.97,332.6,2023-12-11,36
525,602,1929.73,348.55,2023-06-11,33
526,906,3795.22,628.38,2025-05-04,43
527,2296,1495.17,708.03,2022-10-26,58
528,269,1302.39,227.67,2024-03-08,19
529,1184,4123.94,613.76,2022-10-01,10
530,945,3934.08,766.08,2022-04-16,10
531,1275,1155.04,531.38,2025-05-05,27
532,919,1232.44,165.43,2024-01-04,23
533,853,3425.65,689.44,2024-02-10,47
534,2278,3994.5,243.18,2023-10-06,46
535,1648,3818.3,665.76,2023-08-30,18
536,357,3113.5,169.81,2021-11-20,19
537,1485,1805.09,675.21,2025-09-12,42
538,2294,1782.6,162.24,2024-04-28,22
539,1568,2027.79,619.81,2024-08-29,11
540,1119,1035.09,491.3,2026-06-22,37
541,400,175.72,783.63,2022-04-09,30
542,1076,1896.57,824.4,2025-11-11,0
543,2513,173.25,87.43,2022-06-14,42
544,1221,3477.97,138.16,2023-09-06,40
545,68,1203.39,783.32,2024-01-17,24
546,2873,2935.62,730.74,2026-03-30,0
547,2802,3422.74,799.72,2025-08-24,33
548,2425,3481.78,389.25,2024-06-22,29
549,2779,2176.36,257.2,2023-05-06,9
550,13,2647.14,423.54,2023-05-24,31
551,1990,899.83,927.86,2024-01-08,46
552,902,4223.85,529.97,2025-01-29,7
553,453,2276.11,415.04,2022-05-07,4
554,1030,1698.38,983.6,2024-10-27,60
555,427,3525.83,40.17,2024-07-23,54
556,2034,674.84,197.15,2025-04-09,14
557,77,4510.45,346.58,2021-12-22,4
558,1506,3121.35,554.58,2022-05-22,33
559,398,3944.7,892.43,2025-07-05,47
560,1644,4313.23,158.72,2023-03-01,53
561,103,4362.18,746.44,2024-01-20,15
562,1682,4271.95,827.81,2025-03-22,29
563,11,4822.01,887.2,2024-01-18,39
564,90,4927.44,343.36,2026-06-13,31
565,2857,3750.9,335.26,2025-09-11,13
566,370,2368.29,743.35,2023-01-15,14
567,1531,3966.32,169.07,2021-12-21,47
568,2316,2109.09,114.93,2024-06-14,56
569,2383,2883.39,566.18,2026-05-18,50
570,1821,4982.04,659.21,2023-11-12,20
571,1999,4574.11,514.2,2024-07-10,50
572,361,551.79,691.16,2026-03-06,13
573,1807,1560.09,624.35,2025-12-11,52
574,827,1967.58,415.36,2021-10-21,16
575,2622,3913.45,770.45,2021-11-28,50
576,1923,1964.54,138.55,2022-07-18,10
577,852,4636.44,283.69,2021-08-25,11
578,710,1569.47,427.52,2024-09-03,22
579,2552,644.32,75.55,2024-05-28,29
580,1384,2082.18,276.03,2023-04-24,44
581,275,470.76,174.07,2023-05-27,27
582,1731,304.28,652.47,2025-11-29,36
583,945,2405.69,588.82,2024-05-15,43
584,2609,3674.57,960.85,2024-11-01,37
585,1795,3229.84,589.41,2022-06-05,40
586,1652,679.76,521.1,2023-07-04,55
587,1491,1255.38,37.92,2025-07-17,11
588,149,3699.6,555.97,2025-11-18,19
589,2840,3355.3,741.31,2026-05-16,33
590,2448,1726.42,271.54,2025-01-25,19
591,457,1623.52,244.73,2022-11-17,16
592,2197,2585.42,842.39,2023-09-25,27
593,811,2753.98,267.66,2022-08-12,23
594,2330,4348.5,171.2,2022-07-01,23
595,2635,2411.11,916.78,2025-09-30,28
596,2205,3897.75,392.0,2022-04-22,23
597,2229,2668.01,684.4,2022-12-04,52
598,2018,683.36,817.89,2025-05-29,29
599,193,4269.64,764.51,2024-06-07,37
600,835,782.8,391.24,2023-11-17,25
601,2294,874.61,156.97,2025-07-06,12
602,926,4176.94,943.4,2022-02-04,14
603,413,3882.0,87.39,2024-09-17,25
604,747,3375.79,497.3,2024-07-29,19
605,1430,1879.61,660.77,2024-04-01,45
606,726,4529.92,513.13,2026-06-27,5
607,2069,2148.41,308.21,2022-08-14,39
608,1513,3807.12,334.72,2026-01-03,13
609,1997,2690.56,629.13,2023-02-18,44
610,2382,1583.04,672.03,2025-05-12,56
611,1759,2808.88,533.04,2022-03-14,33
612,365,2149.96,911.17,2022-12-21,25
613,1761,4336.97,60.2,2021-07-25,15
614,815,622.99,320.25,2023-02-02,39
615,1802,4714.4,142.86,2023-07-30,58
616,2205,1213.04,873.73,2023-10-22,57
617,1750,218.88,584.27,2026-04-16,0
618,2973,4795.78,995.73,2021-12-12,35
619,574,135.21,774.27,2025-02-24,56
