transaction_id,from_account_id,to_account_id,amount,transaction_type,channel,status,timestamp
45,9843,10848,4623.87,Transfer,POS,SUCCESS,2026-03-05 12:46:55
46,12912,10525,1631.18,Withdrawal,ATM,SUCCESS,2026-05-03 00:12:57
47,13059,3306,4851.3,Deposit,POS,FAILED,2026-04-17 09:35:08
48,907,5984,9924.7,Withdrawal,ATM,FAILED,2026-03-17 22:15:15
49,5038,4494,1624.12,Deposit,POS,SUCCESS,2026-06-21 19:18:05
50,11741,2486,6302.99,Withdrawal,POS,SUCCESS,2026-03-27 01:36:54
51,8865,11980,9167.42,Transfer,Internet Banking,SUCCESS,2026-06-20 21:52:02
52,14162,4401,7945.64,Withdrawal,Mobile,SUCCESS,2026-04-26 13:00:23
53,14009,1493,1063.31,Withdrawal,Mobile,FAILED,2026-02-17 13:25:28
54,6126,14506,7455.41,Withdrawal,Internet Banking,SUCCESS,2026-05-14 13:14:27
55,1871,986,7695.19,Transfer,POS,SUCCESS,2026-01-05 17:38:00
56,1733,3895,1408.87,Withdrawal,Internet Banking,FAILED,2026-04-09 10:33:11
57,7751,10910,566.68,Withdrawal,POS,SUCCESS,2026-01-22 19:25:51
58,5461,4163,6238.67,Transfer,POS,SUCCESS,2026-02-14 22:50:58
59,11699,5160,9762.4,Withdrawal,POS,SUCCESS,2026-02-13 03:46:51
60,11932,5028,1217.29,Withdrawal,POS,SUCCESS,2026-03-11 21:50:06
61,1620,813,52.27,Transfer,ATM,FAILED,2026-03-23 06:29:02
62,12603,5396,3039.34,Transfer,Internet Banking,SUCCESS,2026-02-12 17:56:52
63,14480,7426,9743.26,Transfer,POS,SUCCESS,2026-04-27 20:22:12
64,1057,2093,6566.25,Transfer,POS,SUCCESS,2026-06-01 12:08:43
65,12365,13593,8626.77,Deposit,POS,SUCCESS,2026-05-28 11:12:46
66,10436,8842,98.37,Transfer,Internet Banking,SUCCESS,2026-04-02 18:31:13
67,14311,12719,77.1,Withdrawal,Internet Banking,FAILED,2026-04-02 15:50:44
68,14615,11534,3564.09,Deposit,Internet Banking,FAILED,2026-04-11 18:21:09
69,11392,3381,1955.34,Withdrawal,Mobile,FAILED,2026-02-25 22:40:11
70,14512,14708,2555.48,Withdrawal,Mobile,FAILED,2026-06-10 09:20:39
71,2286,9608,3457.77,Deposit,POS,SUCCESS,2026-06-23 09:28:49
72,8164,4724,3926.9,Withdrawal,Internet Banking,FAILED,2026-04-13 11:29:02
73,1868,13514,250.66,Deposit,POS,FAILED,2026-03-21 07:12:54
74,5885,6122,4901.04,Deposit,POS,FAILED,2026-04-27 03:21:56
75,13261,4050,6376.81,Transfer,Internet Banking,FAILED,2026-02-11 23:20:24
76,14604,3792,931.42,Deposit,ATM,SUCCESS,2026-05-15 10:39:03
77,3547,12838,5932.57,Transfer,POS,SUCCESS,2026-04-07 10:18:54
78,13467,2190,7099.0,Deposit,Internet Banking,FAILED,2026-05-08 10:30:49
79,5717,13233,1599.56,Deposit,ATM,SUCCESS,2026-05-27 13:13:23
80,2714,12657,8039.99,Deposit,ATM,FAILED,2026-06-22 15:54:12
81,9287,1273,8478.08,Withdrawal,Internet Banking,FAILED,2026-01-03 19:10:01
82,11014,1802,3034.23,Transfer,Internet Banking,FAILED,2026-06-01 06:37:31
83,3937,11265,2862.4,Transfer,ATM,SUCCESS,2026-03-08 17:15:22
84,812,3989,8094.67,Deposit,Mobile,SUCCESS,2026-01-01 16:38:48
85,1977,6569,6059.63,Transfer,Internet Banking,SUCCESS,2026-04-08 04:49:37
86,1412,14565,9879.97,Withdrawal,Internet Banking,SUCCESS,2026-03-04 18:29:56
87,10394,969,9241.54,Deposit,Mobile,SUCCESS,2026-06-28 06:13:39
88,7410,6114,4959.95,Withdrawal,Mobile,FAILED,2026-04-18 16:37:16
89,10547,8138,8790.58,Transfer,Mobile,FAILED,2026-01-02 15:22:29
90,9361,4999,9966.28,Transfer,Internet Banking,SUCCESS,2026-05-05 21:00:02
91,11509,14424,2334.87,Transfer,ATM,FAILED,2026-01-30 08:44:57
92,10739,10592,5200.48,Transfer,Mobile,SUCCESS,2026-04-12 17:49:17
93,231,3079,2649.13,Transfer,POS,FAILED,2026-06-04 23:44:09
94,7069,441,4789.67,Deposit,Internet Banking,SUCCESS,2026-01-20 02:53:53
95,10078,12026,7627.48,Withdrawal,Mobile,SUCCESS,2026-01-31 17:41:52
96,1547,13403,2715.55,Withdrawal,Mobile,FAILED,2026-02-01 21:41:34
97,544,781,2775.54,Transfer,Mobile,SUCCESS,2026-04-24 15:09:08
98,8527,1992,4516.6,Withdrawal,Mobile,FAILED,2026-03-01 13:12:59
99,366,14169,3387.86,Withdrawal,Mobile,SUCCESS,2026-05-11 11:03:23
100,7740,10590,535.2,Transfer,POS,FAILED,2026-01-17 01:56:06
101,13519,6975,8113.89,Withdrawal,ATM,FAILED,2026-05-27 20:16:38
102,3716,10213,1882.93,Withdrawal,Internet Banking,SUCCESS,2026-03-27 22:45:27
103,9986,6030,51.24,Deposit,Internet Banking,SUCCESS,2026-02-10 01:35:09
104,5411,7556,5462.41,Withdrawal,Internet Banking,FAILED,2026-01-27 15:24:28
105,7111,113,6722.58,Withdrawal,POS,SUCCESS,2026-03-31 05:55:53
106,8004,6871,4191.28,Withdrawal,POS,SUCCESS,2026-02-26 06:34:13
107,13233,5318,7533.99,Withdrawal,Internet Banking,SUCCESS,2026-05-12 05:47:24
108,3891,2647,7354.09,Transfer,ATM,SUCCESS,2026-06-15 00:27:32
109,8393,2986,5966.8,Deposit,ATM,SUCCESS,2026-02-26 17:11:18
110,11344,9940,9294.7,Deposit,Internet Banking,FAILED,2026-01-07 20:12:26
111,13590,13408,8000.17,Deposit,ATM,SUCCESS,2026-05-01 03:12:50
112,2918,14958,9688.21,Transfer,ATM,FAILED,2026-04-09 18:19:13
113,14457,5315,2933.67,Transfer,POS,SUCCESS,2026-01-25 08:28:59
114,10844,7236,6434.46,Withdrawal,Mobile,SUCCESS,2026-01-17 09:11:54
115,970,763,1763.7,Withdrawal,POS,SUCCESS,2026-01-27 06:18:10
116,10530,3584,2964.77,Transfer,POS,FAILED,2026-03-31 17:47:08
117,11187,6859,2989.57,Withdrawal,ATM,FAILED,2026-03-10 19:43:35
118,12025,4301,1831.46,Deposit,Internet Banking,FAILED,2026-03-28 18:08:33
119,9486,1905,1480.96,Deposit,Internet Banking,FAILED,2026-02-11 03:29:11
120,992,4719,2396.53,Deposit,POS,SUCCESS,2026-02-17 09:40:59
121,5011,13931,8353.46,Withdrawal,Mobile,SUCCESS,2026-04-10 00:48:10
122,8302,954,6867.21,Deposit,ATM,SUCCESS,2026-03-14 16:23:50
123,12734,10896,7743.02,Deposit,POS,FAILED,2026-02-04 05:06:27
124,858,9305,5385.22,Deposit,ATM,SUCCESS,2026-04-09 06:08:07
125,3965,9719,2523.56,Transfer,POS,SUCCESS,2026-03-31 14:43:39
126,14349,5927,9779.01,Deposit,ATM,SUCCESS,2026-01-16 06:38:31
127,959,11935,4261.42,Withdrawal,POS,SUCCESS,2026-02-18 20:28:33
128,7864,9981,4632.8,Withdrawal,ATM,FAILED,2026-03-20 17:44:10
129,4930,3336,6174.66,Transfer,Mobile,FAILED,2026-02-01 06:34:55
130,3940,5400,4293.84,Withdrawal,POS,SUCCESS,2026-06-20 10:41:20
131,5326,1492,2307.25,Deposit,ATM,FAILED,2026-05-13 07:21:54
132,9077,998,7772.2,Deposit,Mobile,SUCCESS,2026-05-02 10:08:56
133,14967,11955,44.69,Withdrawal,ATM,FAILED,2026-03-09 03:21:18
134,132,4120,8137.3,Transfer,POS,SUCCESS,2026-02-14 20:19:22
135,9686,7664,4010.33,Deposit,Mobile,FAILED,2026-06-25 18:19:12
136,11830,11681,9176.57,Transfer,POS,SUCCESS,2026-01-04 01:39:43
137,5822,8919,4600.41,Transfer,Internet Banking,FAILED,2026-01-31 20:58:43
138,7629,3574,3183.18,Transfer,Mobile,SUCCESS,2026-06-18 03:24:44
139,11491,10268,7275.04,Deposit,Internet Banking,FAILED,2026-06-09 07:02:00
140,10213,12908,9444.96,Deposit,Mobile,SUCCESS,2026-06-13 00:47:28
141,11822,3416,6474.5,Withdrawal,POS,FAILED,2026-02-15 10:58:56
142,6158,8779,7352.12,Withdrawal,Internet Banking,FAILED,2026-05-07 07:26:26
143,12281,9263,9909.16,Withdrawal,POS,SUCCESS,2026-05-28 14:47:43
144,3898,13342,140.29,Withdrawal,Mobile,SUCCESS,2026-04-04 20:29:43
145,4693,13541,7594.15,Withdrawal,Mobile,SUCCESS,2026-05-16 04:34:20
146,12384,5960,5003.28,Deposit,ATM,SUCCESS,2026-04-26 03:57:50
147,4549,11417,6912.13,Deposit,Mobile,SUCCESS,2026-06-14 18:03:10
148,11321,683,6959.03,Transfer,Internet Banking,FAILED,2026-01-07 20:11:36
149,4306,4466,8112.65,Transfer,POS,SUCCESS,2026-05-24 01:42:32
150,5372,5878,572.66,Withdrawal,Internet Banking,FAILED,2026-02-23 04:27:22
151,10080,10482,1756.85,Deposit,Internet Banking,SUCCESS,2026-04-14 03:11:48
152,1105,11846,9556.17,Transfer,ATM,SUCCESS,2026-02-27 11:19:06
153,7059,51,5313.7,Transfer,Mobile,SUCCESS,2026-04-03 10:56:12
154,3818,6508,4898.95,Transfer,Mobile,FAILED,2026-04-08 00:09:05
155,14547,10986,6499.68,Deposit,ATM,FAILED,2026-01-14 12:49:15
156,12732,1150,8734.33,Deposit,ATM,SUCCESS,2026-02-14 00:56:14
157,788,139,4386.59,Deposit,ATM,FAILED,2026-06-08 16:04:51
158,10486,6627,3605.69,Transfer,Mobile,SUCCESS,2026-04-10 22:51:57
159,6398,12856,6746.0,Transfer,Mobile,SUCCESS,2026-02-03 15:28:32
160,11036,6214,1426.62,Deposit,POS,FAILED,2026-05-19 10:37:51
161,8374,11869,8215.67,Withdrawal,Mobile,SUCCESS,2026-05-29 07:18:31
162,3261,14694,3018.66,Deposit,ATM,SUCCESS,2026-02-24 20:27:29
163,4146,2567,8204.55,Withdrawal,POS,FAILED,2026-02-21 10:18:18
164,1591,13241,3493.76,Withdrawal,Mobile,SUCCESS,2026-01-18 07:13:02
165,13847,13492,8199.66,Deposit,Internet Banking,FAILED,2026-05-19 14:35:35
166,14721,8355,3099.65,Transfer,Mobile,SUCCESS,2026-02-18 02:31:23
167,861,6166,7055.49,Deposit,Mobile,FAILED,2026-02-20 02:12:39
168,4431,12466,9094.99,Transfer,Mobile,SUCCESS,2026-01-13 05:13:00
169,7288,5411,2919.03,Withdrawal,ATM,FAILED,2026-01-18 14:45:18
170,1452,6639,5937.7,Deposit,ATM,FAILED,2026-04-29 03:05:36
171,5566,13670,2551.69,Deposit,Internet Banking,FAILED,2026-04-16 19:06:32
172,7174,4518,5666.38,Withdrawal,Internet Banking,SUCCESS,2026-06-20 08:27:58
173,11256,11227,9036.53,Transfer,Mobile,SUCCESS,2026-01-06 23:44:29
174,5560,14021,5103.31,Withdrawal,ATM,FAILED,2026-03-20 17:56:30
175,258,2197,2192.83,Transfer,ATM,SUCCESS,2026-06-03 10:52:30
176,11087,3190,9654.82,Deposit,Internet Banking,SUCCESS,2026-06-06 09:09:34
177,5334,9052,3757.87,Withdrawal,POS,SUCCESS,2026-03-03 12:23:21
178,950,13145,1227.76,Withdrawal,Mobile,SUCCESS,2026-02-09 17:03:25
179,7487,13275,2769.69,Deposit,POS,FAILED,2026-06-14 06:39:17
180,7473,13312,9938.36,Withdrawal,POS,FAILED,2026-03-05 14:22:44
181,12765,2970,967.62,Deposit,Mobile,FAILED,2026-03-28 22:44:14
182,9774,9232,6456.4,Transfer,Mobile,FAILED,2026-04-02 20:21:04
183,9168,8141,9182.02,Transfer,POS,SUCCESS,2026-05-15 23:42:35
184,8263,6779,8280.12,Transfer,POS,FAILED,2026-04-25 22:09:40
185,2106,8772,5149.91,Transfer,Mobile,FAILED,2026-06-10 11:39:33
186,12825,11580,4513.29,Transfer,Internet Banking,FAILED,2026-04-14 16:14:13
187,1664,1337,4548.45,Withdrawal,ATM,FAILED,2026-01-10 14:09:35
188,6979,1677,7367.52,Transfer,Internet Banking,SUCCESS,2026-03-16 22:55:22
189,8625,1432,8087.31,Transfer,Internet Banking,SUCCESS,2026-03-04 14:04:05
190,8274,9787,4073.21,Transfer,Mobile,SUCCESS,2026-06-17 20:15:57
191,3592,13813,4018.84,Withdrawal,Mobile,FAILED,2026-05-12 10:02:19
192,2108,14273,765.23,Withdrawal,ATM,SUCCESS,2026-05-12 05:51:35
193,3458,2468,4965.16,Withdrawal,Mobile,FAILED,2026-02-26 13:21:54
194,9086,6149,8403.18,Deposit,Internet Banking,SUCCESS,2026-04-02 18:57:43
195,7159,12744,2682.55,Transfer,POS,SUCCESS,2026-04-03 05:06:07
196,2304,1731,5177.79,Transfer,Internet Banking,FAILED,2026-05-03 15:23:20
197,6464,6203,527.88,Transfer,ATM,FAILED,2026-05-21 04:30:32
198,119,12265,5623.09,Deposit,Internet Banking,SUCCESS,2026-04-14 23:23:09
199,1583,6433,7685.78,Deposit,POS,SUCCESS,2026-06-19 23:17:59
200,11466,13822,4556.58,Transfer,ATM,SUCCESS,2026-05-29 17:15:02
201,12399,3967,2259.1,Deposit,Mobile,SUCCESS,2026-03-12 01:44:48
202,7365,14483,5048.75,Transfer,Internet Banking,SUCCESS,2026-02-09 16:20:22
203,9687,9839,6610.72,Transfer,POS,SUCCESS,2026-03-22 19:07:18
204,5837,14113,2666.89,Withdrawal,Internet Banking,FAILED,2026-03-14 03:25:56
205,3374,11938,5795.53,Withdrawal,Mobile,FAILED,2026-03-27 02:49:56
206,13963,9786,2775.0,Deposit,ATM,FAILED,2026-06-05 15:47:04
207,955,14735,6390.26,Deposit,Mobile,FAILED,2026-04-12 18:07:06
208,550,9997,5824.39,Deposit,ATM,SUCCESS,2026-04-24 17:10:13
209,2716,11687,3374.62,Withdrawal,Mobile,FAILED,2026-03-10 08:36:50
210,3134,8394,3504.95,Withdrawal,Internet Banking,SUCCESS,2026-04-10 18:36:12
211,4489,12998,1417.17,Transfer,POS,FAILED,2026-06-25 14:06:08
212,11579,10896,3730.08,Deposit,ATM,FAILED,2026-02-16 05:57:45
213,7427,2523,1553.06,Deposit,Internet Banking,FAILED,2026-03-19 07:07:23
214,5344,7854,4197.96,Transfer,Mobile,FAILED,2026-04-14 01:11:21
215,1490,5540,9450.11,Withdrawal,Mobile,FAILED,2026-02-22 21:19:02
216,7686,11454,7043.38,Deposit,ATM,SUCCESS,2026-01-18 16:45:04
217,12570,7139,2787.37,Transfer,ATM,FAILED,2026-02-02 21:31:40
218,10332,1591,2838.65,Deposit,POS,FAILED,2026-05-17 08:32:54
219,5389,6361,1822.55,Deposit,Internet Banking,SUCCESS,2026-05-25 04:38:50
220,14982,11459,7105.75,Deposit,ATM,SUCCESS,2026-05-19 07:34:44
221,4798,13929,8571.66,Deposit,Mobile,FAILED,2026-01-11 10:51:29
222,4858,8397,5061.12,Transfer,Internet Banking,SUCCESS,2026-01-27 02:21:42
223,10404,4755,2808.37,Deposit,Internet Banking,FAILED,2026-06-22 12:45:35
224,11882,5969,3332.6,Withdrawal,Internet Banking,SUCCESS,2026-04-08 20:38:21
225,13254,2612,3651.74,Transfer,ATM,SUCCESS,2026-02-08 13:45:15
226,10433,10333,5313.11,Deposit,POS,FAILED,2026-04-20 07:42:29
227,5105,1835,867.78,Deposit,POS,FAILED,2026-02-08 15:34:33
228,14653,7320,2473.11,Withdrawal,ATM,SUCCESS,2026-03-15 14:07:39
229,2160,943,2771.71,Transfer,Internet Banking,SUCCESS,2026-01-24 10:29:56
230,8169,11650,148.89,Deposit,ATM,SUCCESS,2026-01-25 08:08:15
231,8563,1225,5054.87,Transfer,Internet Banking,SUCCESS,2026-02-28 20:12:16
232,458,3729,8180.42,Deposit,POS,FAILED,2026-03-02 13:08:50
233,14912,4826,5611.6,Transfer,Mobile,FAILED,2026-01-20 19:52:15
234,9755,2062,7142.04,Transfer,Mobile,FAILED,2026-06-28 16:36:57
235,165,572,8313.79,Withdrawal,ATM,FAILED,2026-01-16 00:20:13
236,8821,12265,2675.29,Transfer,ATM,SUCCESS,2026-01-01 16:15:02
237,7564,6387,2616.1,Withdrawal,ATM,FAILED,2026-01-30 20:54:16
238,8515,10611,9703.66,Withdrawal,Internet Banking,FAILED,2026-04-12 05:25:07
239,9615,2031,1837.41,Withdrawal,Mobile,FAILED,2026-05-21 15:27:49
240,3190,12637,7775.84,Withdrawal,Internet Banking,SUCCESS,2026-04-08 15:45:41
241,7928,14783,9850.1,Deposit,Internet Banking,SUCCESS,2026-03-12 07:22:45
242,1347,10305,9920.9,Withdrawal,Internet Banking,SUCCESS,2026-01-02 20:54:55
243,9506,1009,2395.27,Transfer,ATM,FAILED,2026-04-12 18:32:42
244,12826,1983,658.12,Withdrawal,POS,SUCCESS,2026-05-01 04:52:09
245,10700,11476,8987.19,Deposit,Internet Banking,SUCCESS,2026-04-25 04:48:02
246,37,627,4857.5,Deposit,Internet Banking,FAILED,2026-02-16 16:52:53
247,2820,1779,1294.15,Transfer,POS,FAILED,2026-01-17 17:43:11
248,14759,3048,6988.64,Withdrawal,POS,SUCCESS,2026-06-25 20:03:49
249,11239,1810,699.23,Deposit,Mobile,SUCCESS,2026-06-12 19:16:03
250,2352,9232,2267.88,Transfer,ATM,FAILED,2026-06-16 10:44:28
251,5722,2914,5731.89,Deposit,POS,SUCCESS,2026-01-21 14:55:01
252,12206,9133,5045.99,Withdrawal,ATM,FAILED,2026-04-18 07:42:42
253,9018,1297,9991.85,Deposit,POS,FAILED,2026-02-11 11:29:43
254,13555,4317,7229.2,Deposit,POS,SUCCESS,2026-03-03 09:00:37
255,5263,1474,4973.06,Deposit,Internet Banking,SUCCESS,2026-05-04 06:47:13
256,5864,9778,8150.98,Deposit,POS,FAILED,2026-06-15 22:35:47
257,9044,6680,8290.94,Transfer,POS,FAILED,2026-01-15 02:55:59
258,27,3609,3892.66,Deposit,Mobile,FAILED,2026-03-17 08:07:37
259,2134,13957,2172.16,Withdrawal,ATM,FAILED,2026-04-03 19:04:40
260,2096,13864,7681.52,Deposit,Internet Banking,FAILED,2026-02-02 22:14:37
261,4964,4610,4264.59,Deposit,POS,FAILED,2026-03-17 09:00:46
262,3079,6972,2632.26,Withdrawal,Mobile,SUCCESS,2026-01-11 16:32:38
263,14173,10537,5992.78,Withdrawal,ATM,FAILED,2026-01-15 20:49:21
264,12629,9699,684.0,Deposit,POS,FAILED,2026-03-27 20:29:25
265,4305,14,3928.07,Deposit,Internet Banking,FAILED,2026-02-11 05:38:15
266,13330,7459,146.33,Withdrawal,ATM,SUCCESS,2026-06-15 08:13:43
267,12045,3027,1375.95,Transfer,Mobile,FAILED,2026-01-21 16:35:30
268,3702,12840,6863.8,Withdrawal,ATM,SUCCESS,2026-04-24 05:30:08
269,8289,9498,8945.88,Withdrawal,ATM,FAILED,2026-03-17 10:15:53
270,4749,673,1938.42,Transfer,POS,SUCCESS,2026-02-28 20:40:09
271,1373,3046,3403.03,Deposit,POS,SUCCESS,2026-06-04 08:03:19
272,5067,12258,4855.28,Deposit,Internet Banking,FAILED,2026-03-06 21:12:42
273,2855,5746,6804.87,Transfer,ATM,SUCCESS,2026-05-19 15:17:38
274,1920,1189,7899.78,Withdrawal,ATM,FAILED,2026-06-02 13:58:22
275,8469,4179,5208.46,Deposit,Internet Banking,FAILED,2026-05-18 15:07:14
276,4082,6919,363.39,Withdrawal,ATM,FAILED,2026-05-19 14:06:04
277,4339,521,8634.39,Withdrawal,Internet Banking,FAILED,2026-01-01 23:40:49
278,3663,4444,9087.41,Withdrawal,Internet Banking,FAILED,2026-04-25 12:24:41
279,13789,14261,4843.05,Withdrawal,POS,SUCCESS,2026-04-17 18:17:36
280,10677,3094,1772.29,Transfer,Mobile,SUCCESS,2026-01-02 07:02:25
281,1108,5007,1654.36,Withdrawal,Internet Banking,SUCCESS,2026-04-17 21:16:14
282,2560,2753,2951.81,Transfer,ATM,SUCCESS,2026-02-18 04:06:22
283,7918,2605,5400.48,Deposit,Internet Banking,SUCCESS,2026-01-21 03:30:10
284,6600,11345,550.26,Deposit,Mobile,SUCCESS,2026-06-08 22:01:36
285,8711,6830,4982.72,Transfer,Mobile,SUCCESS,2026-04-06 12:22:36
286,1623,14427,4675.58,Withdrawal,POS,SUCCESS,2026-05-23 11:50:11
287,690,13537,9786.96,Withdrawal,ATM,SUCCESS,2026-01-12 13:49:38
288,10513,14994,3821.86,Deposit,POS,FAILED,2026-01-10 18:11:16
289,7447,666,5330.32,Deposit,ATM,FAILED,2026-05-04 11:21:17
290,2131,13166,8745.13,Withdrawal,ATM,SUCCESS,2026-05-18 15:54:00
291,5579,8044,905.8,Deposit,ATM,FAILED,2026-02-11 16:06:30
292,6453,3875,4319.06,Withdrawal,POS,FAILED,2026-04-02 03:34:10
293,10181,11140,4115.73,Deposit,Mobile,FAILED,2026-01-14 11:13:44
294,10822,6477,9215.81,Transfer,Mobile,SUCCESS,2026-05-12 13:06:45
295,14505,14576,8899.35,Withdrawal,POS,SUCCESS,2026-02-20 23:04:48
296,12619,14766,9037.61,Deposit,Mobile,SUCCESS,2026-05-22 21:14:52
297,4378,12941,8501.88,Deposit,ATM,SUCCESS,2026-02-14 12:53:17
298,7214,10714,5291.38,Withdrawal,Internet Banking,FAILED,2026-03-18 19:31:40
299,14197,4273,73.91,Withdrawal,ATM,FAILED,2026-04-27 09:29:01
300,3647,6696,7839.47,Transfer,ATM,SUCCESS,2026-06-06 08:06:11
301,2085,11977,7589.75,Deposit,Internet Banking,SUCCESS,2026-04-16 23:57:32
302,13981,11130,6458.1,Deposit,ATM,FAILED,2026-02-18 16:49:45
303,13190,7516,903.93,Withdrawal,Internet Banking,SUCCESS,2026-01-19 19:54:00
304,4222,3242,2244.97,Transfer,Mobile,SUCCESS,2026-03-14 06:35:21
305,4934,13017,3057.39,Deposit,Internet Banking,SUCCESS,2026-03-03 07:16:19
306,7062,6646,6455.17,Transfer,ATM,FAILED,2026-04-23 22:04:47
307,9562,14062,2412.17,Deposit,Mobile,FAILED,2026-01-05 16:24:42
308,10509,13609,6178.05,Deposit,ATM,SUCCESS,2026-04-19 03:56:05
309,5457,75,9745.72,Transfer,Mobile,SUCCESS,2026-03-21 15:47:38
310,12342,12847,7679.78,Deposit,Mobile,FAILED,2026-03-10 17:08:34
311,2187,13858,8494.72,Transfer,ATM,SUCCESS,2026-03-07 21:44:09
312,10509,2978,4872.37,Deposit,ATM,FAILED,2026-01-07 16:10:41
313,3642,6300,252.42,Deposit,Internet Banking,FAILED,2026-03-05 05:31:05
314,11630,4202,1464.99,Deposit,ATM,SUCCESS,2026-06-01 10:57:22
315,1698,7456,3478.96,Withdrawal,Internet Banking,SUCCESS,2026-01-22 08:12:06
316,3008,4891,7088.99,Transfer,POS,FAILED,2026-05-13 18:07:54
317,10975,9195,6569.81,Transfer,Internet Banking,SUCCESS,2026-05-30 01:35:55
318,4334,10530,4703.97,Transfer,Internet Banking,SUCCESS,2026-05-21 12:31:57
319,14326,5110,7677.97,Deposit,ATM,FAILED,2026-03-27 03:07:10
320,1394,1932,7562.94,Deposit,Mobile,FAILED,2026-01-15 02:30:43
321,13430,11229,6193.58,Deposit,ATM,SUCCESS,2026-06-26 08:22:26
322,3475,9626,9309.81,Transfer,ATM,FAILED,2026-06-27 12:28:07
323,7490,2251,3513.97,Deposit,POS,FAILED,2026-04-18 16:27:07
324,2724,4829,5345.51,Transfer,Mobile,FAILED,2026-05-19 06:56:13
325,4949,3118,6700.77,Deposit,Internet Banking,FAILED,2026-05-18 12:06:56
326,8605,5306,3653.57,Deposit,ATM,SUCCESS,2026-05-10 11:43:38
327,10796,8257,1285.91,Transfer,POS,SUCCESS,2026-06-19 09:03:53
328,1945,13691,9100.12,Deposit,POS,SUCCESS,2026-03-02 12:21:22
329,4486,7169,4736.15,Withdrawal,Mobile,FAILED,2026-02-09 16:42:12
