loan_id,customer_id,account_id,loan_amount,interest_rate,term_months,status
73,7834,11269,305445.36,7.26,36,Closed
74,3749,7383,265188.6,10.34,36,Default
75,2805,9706,19022.87,5.17,12,Closed
76,7054,1922,87138.82,7.37,12,Active
77,4892,6651,332937.01,7.61,12,Active
78,8149,13247,39008.82,6.05,48,Closed
79,2936,6265,493315.89,3.18,24,Default
80,9740,8173,460981.04,5.1,24,Default
81,9149,14459,798318.29,8.34,24,Active
82,2727,14956,315705.56,13.42,24,Default
83,204,11916,290058.66,8.33,48,Active
84,6921,13380,586715.15,4.52,12,Default
85,4929,8177,216035.73,3.55,24,Default
86,7954,13893,907289.05,12.64,36,Default
87,3408,2640,674057.84,10.6,12,Closed
88,1175,3504,922280.29,6.78,36,Active
89,1504,14423,593075.34,9.01,12,Closed
90,3350,684,333297.61,8.39,36,Default
91,3609,648,355899.33,6.37,24,Closed
92,441,14556,919926.47,11.55,36,Default
93,1634,12398,541591.67,12.43,48,Active
94,3636,10942,617444.77,4.7,24,Closed
95,1582,1666,507443.49,9.01,48,Default
96,5327,7875,787015.17,13.19,48,Default
97,2287,10257,440360.0,10.47,24,Closed
98,8512,8393,701228.37,7.71,36,Active
99,6089,14365,574604.34,7.64,12,Active
100,1383,14098,855685.49,9.18,12,Closed
101,797,10227,954399.94,13.64,48,Default
102,5297,3105,538705.3,6.59,24,Active
103,7202,7833,966360.61,9.86,48,Closed
104,5339,14946,498043.76,7.1,36,Closed
105,8111,8178,300488.57,9.85,48,Default
106,8327,14244,132710.58,5.03,36,Default
107,8037,11444,783857.14,12.52,36,Active
108,8100,11491,430054.57,7.82,12,Closed
109,1911,14590,22321.16,5.81,24,Closed
110,6002,4861,838669.51,12.57,24,Closed
111,8499,9570,200406.64,14.09,12,Closed
112,5126,9468,281120.49,4.69,12,Active
113,6168,11181,558662.23,3.93,36,Default
114,4991,9575,106138.1,3.92,12,Closed
115,3653,2379,192578.24,10.32,12,Default
116,7553,10806,442444.12,13.09,12,Closed
117,4020,11375,37031.8,4.13,24,Closed
118,720,8172,602153.66,7.9,12,Closed
119,3236,11161,883098.64,12.57,12,Default
120,8110,8588,150019.67,14.98,24,Default
121,5049,6663,754206.84,7.48,12,Default
122,8912,9852,892754.57,12.39,48,Default
123,9303,3581,373211.66,9.96,48,Default
124,2085,14264,400557.32,4.38,36,Active
125,2565,1878,136602.42,4.56,36,Closed
126,8112,5324,922797.64,7.55,12,Closed
127,7529,9292,485904.19,11.58,24,Active
128,3469,12121,487645.64,7.48,48,Default
129,6342,8688,717816.96,13.77,48,Active
130,1867,3436,313100.41,14.6,48,Default
131,7337,7263,976910.61,3.31,48,Active
132,8425,8625,263418.91,11.99,12,Default
133,5268,11631,33044.02,12.87,24,Closed
134,1933,11802,988021.31,4.31,24,Default
135,3639,4221,275471.82,10.12,48,Closed
136,7908,4261,884197.86,14.83,48,Default
137,2530,10928,36955.23,11.6,24,Closed
138,6534,13756,876788.25,3.2,24,Closed
139,3254,3029,90218.63,12.33,36,Default
140,9413,11460,879737.88,12.82,24,Active
141,947,3420,765238.9,5.25,12,Default
142,9006,8830,743182.72,4.91,24,Default
143,3939,8119,933942.77,9.76,48,Closed
144,2773,1268,530197.73,5.63,48,Closed
145,5906,7455,524434.23,3.6,36,Default
146,2806,4313,453490.8,14.37,36,Closed
147,5799,13045,775234.84,10.61,24,Default
148,6849,4304,39687.22,5.16,36,Active
149,2308,8858,734189.93,9.79,36,Closed
150,1274,5106,773603.54,12.47,24,Closed
151,8891,9408,896241.19,3.4,24,Closed
152,7947,11766,93965.28,5.08,24,Default
153,4216,10979,226489.72,9.41,48,Closed
154,4178,924,119356.05,10.42,12,Active
155,3520,3178,273602.92,5.61,36,Default
156,6112,4629,337692.2,8.36,36,Active
157,2687,5481,796577.26,7.47,36,Active
158,4209,5552,750362.51,9.84,12,Active
159,7559,1594,602119.2,14.36,48,Active
160,8251,11505,735530.96,3.93,24,Active
161,6795,12014,107866.74,13.33,12,Default
162,3692,5944,802674.25,7.97,12,Closed
163,6103,473,27160.47,6.27,48,Closed
164,6865,1542,437937.87,9.64,12,Active
165,524,6694,722012.86,7.74,36,Closed
166,2013,1926,123256.13,5.46,48,Active
167,3681,12909,215219.54,4.18,24,Closed
168,4185,14107,12611.71,3.35,12,Default
169,8580,552,725101.57,9.74,24,Active
170,2927,11449,936291.46,14.15,48,Default
171,6099,8009,325294.02,3.31,24,Active
172,838,3505,945657.8,9.16,48,Default
173,326,13365,473475.6,13.25,36,Default
174,9341,14753,524699.66,13.49,12,Default
175,5610,1127,736608.9,12.31,48,Default
176,5473,8867,64920.26,4.03,36,Default
177,9986,5115,17787.62,4.26,24,Closed
178,1633,6850,27149.99,5.45,36,Closed
179,2038,8489,835812.71,6.75,12,Closed
180,8240,9643,179945.58,4.62,36,Closed
181,4439,12098,644272.29,10.98,36,Closed
182,6298,4188,822342.77,11.61,36,Closed
183,4977,12008,121824.84,13.04,12,Default
184,254,3817,678323.84,6.46,48,Active
185,3055,3944,40642.34,5.36,24,Default
186,4689,4047,598391.99,10.28,12,Active
187,4865,13818,250928.98,14.32,48,Default
188,2686,7610,583575.75,9.39,12,Active
189,1550,13673,299796.86,6.47,48,Active
190,5799,11621,696289.25,8.12,48,Closed
191,9768,10744,957197.24,11.28,12,Default
192,6339,6518,240727.81,6.78,48,Default
193,9009,10873,239725.67,12.26,24,Active
194,7067,6771,572844.18,6.72,48,Default
195,5183,9770,78197.12,8.29,24,Closed
196,3823,10727,445502.69,3.92,36,Default
197,3433,3343,557062.77,8.55,36,Closed
198,7110,5089,215808.39,7.11,48,Default
199,5057,673,464563.41,12.48,36,Active
200,4974,13429,130651.01,6.87,24,Active
201,7659,8126,791025.89,7.73,48,Active
202,4906,5100,827214.99,6.57,12,Active
203,6086,9391,671709.97,8.79,12,Closed
204,6046,1098,631346.55,9.39,48,Closed
205,5181,9438,250478.87,13.03,36,Active
206,5851,10352,496306.56,11.29,24,Active
207,9425,2838,956555.38,8.19,12,Closed
208,7162,3951,563679.06,9.83,12,Active
209,5414,9471,157421.74,4.07,36,Active
210,5947,1146,397952.05,6.66,12,Default
211,7782,12647,578714.09,10.79,24,Closed
212,8661,7511,268833.78,7.75,12,Active
213,1553,3900,17015.01,4.97,36,Active
214,9885,2738,649625.77,11.84,12,Active
215,3500,3604,451918.95,12.37,12,Active
216,6798,1141,684882.27,13.73,36,Closed
217,6249,8702,536838.92,6.86,48,Default
218,4144,907,686390.8,4.68,48,Closed
219,2516,11667,277646.72,12.15,48,Default
220,9973,12286,652625.34,10.52,36,Default
221,7302,28,446977.49,8.82,12,Default
222,7753,10755,204744.71,7.94,48,Default
223,3648,7787,684066.55,14.65,48,Active
224,4897,7220,347135.07,7.39,12,Default
225,2107,11344,129653.38,9.62,48,Active
226,718,13204,200858.65,7.01,12,Active
227,215,7787,422324.26,7.34,12,Closed
228,256,1801,403923.23,12.26,12,Active
229,7709,14267,262694.66,3.0,48,Active
230,160,6045,974477.53,4.76,48,Active
231,9485,762,827332.29,14.78,36,Default
232,7396,2764,782830.72,5.95,24,Active
233,8233,6274,359519.97,9.06,36,Active
234,1025,12461,448958.88,8.83,36,Closed
235,1374,13848,548202.79,13.29,36,Active
236,8906,3488,959052.7,8.46,12,Closed
237,6781,4639,476684.17,11.04,24,Active
238,356,14945,894478.48,8.49,12,Closed
239,2081,11896,331565.55,6.61,12,Closed
240,6844,5558,519643.62,8.83,24,Closed
241,8141,7125,440250.87,6.27,12,Closed
242,8382,11786,605967.62,6.03,24,Closed
243,1747,13528,826028.99,12.15,36,Closed
244,6427,10046,122087.79,8.22,24,Default
245,4673,9046,346714.24,13.41,48,Active
246,7467,793,494001.13,6.34,24,Closed
247,4993,5480,287621.7,5.81,24,Default
248,2392,1654,414237.98,11.17,24,Closed
249,1818,7655,728889.83,9.89,48,Closed
250,9747,8742,372754.83,13.05,12,Closed
251,4503,1652,422980.08,12.21,12,Active
252,4138,694,450348.42,6.76,36,Default
253,7242,6526,234851.97,3.78,48,Default
254,6008,4346,417013.72,14.5,24,Active
255,3415,2096,812621.76,11.26,12,Closed
256,8934,4508,292773.92,6.63,24,Active
257,5843,3596,217357.58,4.76,24,Default
258,2105,8654,711010.06,7.91,24,Active
259,6090,11796,626896.24,4.99,48,Active
260,3055,12857,252361.18,12.38,48,Active
261,945,11567,632718.94,11.21,48,Default
262,2365,6339,724642.92,4.96,12,Closed
263,1951,4816,619174.24,6.38,24,Active
264,2190,2079,429091.58,11.62,48,Closed
265,3426,10570,832997.32,6.84,12,Closed
266,2172,11961,442547.52,5.16,36,Closed
267,6946,14512,275065.58,6.94,36,Default
268,383,14705,949932.44,11.04,12,Active
269,4292,1387,581187.95,6.54,12,Default
270,1998,3882,673610.48,7.11,36,Default
271,8098,10761,264478.95,5.83,36,Closed
272,5804,2275,169296.04,5.78,12,Closed
273,9998,5533,705066.96,12.28,36,Active
274,6910,5532,597294.59,3.35,48,Active
275,6599,13038,525861.89,7.76,24,Default
276,9420,10569,730316.0,4.37,36,Default
277,6282,3763,646876.4,12.89,36,Default
278,3835,3041,576433.62,8.93,48,Closed
279,5133,1138,848655.29,13.53,36,Default
280,2266,2009,648754.82,14.36,48,Active
281,4748,12698,302188.64,8.74,12,Closed
282,4030,5339,564551.14,3.73,12,Active
283,9148,7363,840847.63,12.58,24,Active
284,7402,8519,596234.63,11.57,24,Active
285,7957,11445,105556.76,9.28,48,Default
286,728,9086,896689.82,7.9,48,Closed
287,5456,6217,376434.29,9.19,36,Active
288,206,2142,615364.34,10.81,12,Active
289,7421,3681,514386.58,13.32,24,Active
290,3918,10228,126994.56,11.1,48,Default
291,9065,9903,717189.89,4.2,48,Closed
292,907,205,240891.36,13.77,48,Default
293,4460,8242,24644.18,4.42,36,Closed
294,4821,209,848897.34,4.35,12,Closed
295,6325,9233,204911.48,6.82,24,Closed
296,5991,10773,652375.63,5.49,24,Closed
297,3616,12416,509230.61,4.55,12,Default
298,8755,8753,373440.94,14.85,24,Active
299,1156,14502,621427.98,8.98,48,Default
300,4491,12455,527328.74,3.87,24,Closed
301,5782,3095,85757.49,5.2,12,Closed
302,8048,554,919431.95,4.79,36,Closed
303,9795,2366,431743.7,10.39,12,Active
304,516,894,601271.89,10.39,24,Closed
305,1078,3299,145700.96,11.32,36,Active
306,9713,44,347247.45,10.15,24,Default
307,5259,5485,515084.65,4.04,12,Closed
308,5679,2927,322196.37,12.16,48,Active
309,2359,7518,899414.43,11.11,36,Default
310,3345,9414,56049.35,11.01,12,Default
311,6532,2285,304684.62,13.98,36,Default
312,3023,13389,395623.31,10.69,36,Closed
313,6951,2675,663468.55,6.55,36,Closed
314,52,4842,629345.61,4.15,12,Active
315,4718,11010,70972.29,14.76,36,Default
316,5865,2759,910271.29,12.5,48,Active
317,8776,5627,484491.86,9.48,12,Default
318,831,4108,651698.13,14.15,24,Active
319,2086,2889,292448.7,6.88,48,Active
320,6005,13217,627304.83,4.55,36,Active
321,1995,14179,165813.48,8.97,24,Closed
322,3863,12213,545312.8,14.19,12,Active
323,6124,852,195043.98,12.41,48,Default
324,8178,2470,886511.83,12.58,36,Default
325,44,9628,526226.16,10.61,12,Closed
326,3922,11655,906518.38,5.88,12,Default
327,7381,2023,486783.01,4.41,48,Closed
328,4102,13884,349719.16,11.78,48,Default
329,5990,10450,252063.33,11.22,48,Closed
330,5350,4890,311990.81,13.29,24,Default
331,9563,2406,671797.18,3.21,36,Closed
332,954,2415,489635.93,14.57,12,Active
333,8279,834,202017.21,10.12,24,Default
334,8449,6448,44877.42,11.67,24,Closed
335,6744,12248,839771.35,7.31,36,Active
336,292,7689,89644.13,7.84,24,Active
337,1990,13235,224665.37,13.66,12,Active
338,7047,8406,105438.37,3.47,24,Active
339,1583,823,954742.57,13.37,24,Closed
340,9741,6991,668587.67,11.43,24,Closed
341,8009,10561,438831.17,4.22,12,Closed
342,1803,14662,840166.07,9.27,12,Closed
343,3792,9645,802035.84,11.72,12,Default
344,792,948,474760.05,8.4,12,Active
345,3555,3802,104007.07,13.17,24,Active
346,5539,3803,956910.89,7.25,24,Closed
347,35,3912,370529.04,5.31,12,Closed
348,6172,1390,413228.07,3.56,48,Closed
349,531,12759,242542.03,10.68,24,Default
350,7996,1705,693578.49,13.59,24,Default
351,8271,14380,738955.51,14.61,48,Default
352,7763,7170,552340.89,11.51,24,Active
353,7103,11869,829135.47,8.0,36,Active
354,4627,10176,595869.13,6.21,24,Default
355,3586,23,677431.41,13.64,12,Closed
356,6389,13556,61421.45,4.07,12,Closed
357,3513,14224,259909.58,8.34,24,Active
358,5980,5571,521013.18,9.79,12,Active
359,4928,9088,576497.49,5.49,24,Active
360,2708,13830,789279.4,6.98,48,Default
361,7897,10240,713117.19,4.75,12,Default
362,7238,740,149857.33,8.09,12,Active
363,3649,1687,798478.02,5.55,48,Default
364,5896,6632,751711.13,14.14,36,Default
365,8711,11179,958960.22,3.19,12,Active
366,5695,14402,246980.66,12.77,36,Closed
367,9108,7571,96208.13,14.12,24,Closed
368,3205,11566,90026.67,7.35,36,Default
369,923,2120,37981.6,11.5,48,Closed
370,8056,7329,550763.92,10.09,36,Closed
371,8221,10904,722507.2,8.95,24,Closed
372,6576,5018,371307.19,14.81,12,Closed
373,3035,3242,871506.28,3.67,48,Closed
374,5982,9423,170253.69,11.24,24,Closed
375,7942,1014,278875.75,10.36,48,Default
376,3223,10946,609932.09,3.94,48,Active
377,3202,9464,724735.93,6.71,12,Closed
378,2900,5733,574235.39,9.88,12,Active
379,6450,7700,942002.66,8.35,24,Active
380,8387,12614,989402.24,6.91,36,Active
381,5344,7157,433811.49,12.55,36,Default
382,8358,887,148184.81,13.32,24,Default
383,6177,676,373406.29,3.26,24,Active
384,8332,4324,775317.25,12.8,36,Active
385,1704,14253,696364.88,13.85,12,Default
386,2600,6568,754231.81,3.11,24,Closed
387,7131,14092,862080.19,6.11,48,Active
388,2319,4532,945057.05,8.29,48,Closed
389,4261,14672,356363.98,14.62,36,Default
390,5305,7949,29199.49,5.46,48,Active
391,599,2590,878504.02,12.98,24,Active
392,793,449,576791.54,5.46,12,Closed
393,7681,3814,219742.69,13.51,36,Active
394,3833,3917,454355.24,9.29,48,Active
395,86,13833,868189.95,4.32,48,Default
396,3098,5202,499453.94,8.14,12,Active
397,5075,7318,788082.45,3.65,36,Active
398,2919,5060,451451.73,14.95,48,Active
399,9295,4035,811867.02,5.38,12,Closed
400,6544,1522,838747.56,8.91,24,Closed
401,6985,4269,977272.61,7.9,24,Closed
402,7416,4795,571461.6,13.93,24,Active
403,6264,10040,24617.87,11.26,48,Active
404,908,7734,211833.83,14.21,12,Default
405,7024,13952,231588.32,11.42,36,Active
406,7770,10798,939078.95,10.45,12,Closed
407,5503,3546,517706.11,11.94,48,Default
408,2504,1456,392903.73,5.52,48,Active
409,165,6968,363166.23,8.4,12,Default
410,3833,1989,339135.6,12.33,24,Closed
411,9254,6358,913607.47,8.21,48,Active
412,3048,6344,855590.74,13.65,24,Active
413,8828,13668,993526.82,13.74,36,Default
414,9383,4014,966437.97,12.11,24,Default
415,6644,5995,207994.99,4.96,36,Closed
416,1402,4210,668401.6,10.06,36,Closed
417,5799,14825,407759.61,7.7,24,Closed
418,7964,1416,634838.97,7.94,24,Active
419,1562,14102,273094.34,14.25,24,Active
420,981,14259,441837.48,10.14,36,Default
421,3164,10287,431602.71,5.7,12,Active
422,6143,14102,627647.17,4.39,48,Default
423,8219,7638,450999.81,7.96,36,Active
424,724,4409,608717.61,14.75,24,Active
425,8292,342,799070.22,3.71,48,Active
426,4929,12983,362542.53,6.35,24,Active
427,1416,5707,906709.78,4.98,48,Closed
428,2455,4692,871135.82,12.71,12,Active
429,8598,3433,833863.32,9.66,24,Default
430,2892,12273,957829.29,9.55,24,Default
431,4873,10489,941380.59,14.14,48,Active
432,2892,6973,85503.91,4.68,24,Closed
433,8692,2113,303674.99,10.68,24,Default
434,9548,12149,192699.88,9.29,36,Closed
435,1867,13883,331189.53,6.42,24,Closed
436,219,1612,62774.63,10.95,48,Default
437,7323,3763,140655.68,4.58,36,Active
438,9495,12921,85036.35,10.84,36,Active
439,1952,6412,83965.57,12.11,24,Default
440,658,961,807462.88,7.17,36,Closed
441,6798,10525,643327.92,12.55,48,Closed
442,2078,3557,780799.65,14.94,48,Closed
443,9524,8704,55307.39,8.05,48,Active
444,184,11093,285561.86,4.75,48,Active
445,5174,8022,455610.09,13.53,36,Active
446,6747,6925,841477.22,10.47,24,Active
447,9193,3778,585961.7,7.18,48,Active
448,5413,13011,655303.24,5.52,24,Default
449,9108,3862,720973.15,6.45,24,Closed
450,6946,340,889632.98,11.19,12,Default
451,4236,2002,450934.21,8.56,48,Default
452,2495,10464,619209.55,3.41,24,Default
453,7407,3710,30921.04,14.9,36,Default
454,3731,3510,864219.4,14.11,48,Default
455,3167,8023,721264.01,10.18,12,Active
456,8047,13831,131811.12,8.56,36,Active
457,9169,12116,135117.25,5.87,24,Active
458,4751,10349,704768.82,6.94,36,Active
459,9828,6701,702574.54,8.56,12,Closed
460,5355,4915,747983.78,8.26,12,Closed
461,2269,9788,415285.65,13.56,36,Active
462,1700,1808,49621.94,3.08,12,Active
463,3252,13771,205541.46,3.04,36,Default
464,7636,9741,37764.27,11.52,36,Default
465,9193,14020,189294.64,6.33,48,Active
466,139,13759,399510.57,7.71,24,Default
467,9857,3495,280183.76,4.39,48,Default
468,1221,5248,779243.92,11.34,48,Closed
469,7757,1778,125282.4,6.24,12,Default
470,93,5036,415493.21,5.28,36,Default
471,7845,2087,279202.02,11.61,36,Default
472,2101,14868,710949.21,8.83,36,Default
473,1157,12747,272503.79,10.4,24,Closed
474,966,4319,93378.87,12.18,12,Closed
475,4248,11653,407369.69,3.21,12,Closed
476,404,4143,859649.3,6.72,24,Active
477,7339,14436,921832.27,10.77,24,Active
478,573,498,205958.55,14.7,12,Default
479,7917,4554,403492.43,3.72,12,Active
480,8746,11203,325528.0,11.26,48,Active
481,3957,6268,364115.07,5.67,12,Default
482,9267,6234,766120.07,14.62,24,Active
483,953,12590,181627.36,11.39,24,Active
484,8319,81,649159.6,9.13,12,Default
485,3350,6264,87977.08,5.83,48,Active
486,9497,6988,748143.46,7.12,48,Default
487,4639,1337,379959.54,13.61,36,Closed
488,6205,12018,579970.56,11.58,36,Default
489,3347,9758,13322.75,10.66,48,Closed
490,6452,12415,67070.37,7.26,12,Active
491,5437,5651,140878.01,10.66,12,Active
492,3522,474,362677.44,11.92,24,Closed
493,2364,12422,311262.71,6.89,12,Active
494,1219,9474,534263.11,3.62,24,Default
495,2345,10754,275387.16,12.73,48,Default
496,3638,8495,289316.27,3.18,36,Closed
497,7300,11392,900939.93,8.71,12,Closed
498,4276,1438,122814.38,13.86,36,Default
499,8380,13009,26857.68,12.23,36,Default
500,3782,4576,618993.19,6.97,24,Active
501,2465,2494,667724.05,6.48,24,Closed
502,7262,12414,134488.67,3.65,48,Default
503,2539,5253,809149.51,3.6,24,Active
504,5157,5689,13931.8,11.67,36,Active
505,8783,1591,202318.18,13.31,48,Default
506,2579,9006,357200.7,12.78,48,Default
507,2015,6054,682334.15,6.64,12,Active
508,3793,12619,195379.04,10.07,48,Active
509,1479,2471,541613.78,10.4,48,Active
510,5118,9041,697641.75,10.11,48,Closed
511,1993,6378,454869.63,13.23,36,Active
512,9145,2203,985643.24,6.72,24,Default
513,6280,3216,174664.52,11.31,48,Closed
514,6510,11087,595301.7,11.35,36,Active
515,245,574,34871.8,4.89,24,Default
516,8471,5505,591935.26,10.06,48,Default
517,5023,14010,487002.64,9.05,24,Default
518,9387,3064,103078.22,8.4,36,Active
519,4653,14234,992265.37,4.18,24,Default
520,7509,4099,258158.22,7.73,24,Closed
521,8952,7114,604387.04,9.3,24,Active
522,964,13680,646160.82,12.5,12,Active
523,1829,2424,797401.01,12.39,12,Closed
524,4405,11037,179866.85,10.63,24,Closed
525,6566,3589,898337.23,11.36,24,Closed
526,9684,7062,428315.37,14.6,36,Closed
527,2132,482,839936.97,8.12,48,Closed
528,3883,5068,237614.09,12.49,12,Default
529,6594,5786,123619.31,14.52,24,Active
530,2644,958,285689.03,13.81,24,Default
531,7174,5635,586812.7,9.91,24,Active
532,9525,7131,141031.31,5.07,48,Default
533,8188,10294,667471.38,7.16,36,Closed
534,1798,6888,748525.95,9.72,48,Active
535,1547,6709,923172.14,10.27,24,Closed
536,3045,12111,221096.32,7.47,48,Default
537,8021,9637,488906.5,4.76,48,Closed
538,1723,108,611073.44,14.57,12,Active
539,8131,14330,769896.22,3.61,36,Active
540,1499,13295,31006.43,12.11,36,Active
541,3356,11131,368112.65,10.48,36,Active
542,8033,13228,572825.93,13.28,36,Default
543,5716,1823,191049.89,5.04,12,Closed
544,7124,8334,641129.26,5.99,12,Default
545,933,7758,554205.72,8.37,48,Active
546,295,749,185153.15,10.49,24,Default
547,5399,3197,233875.07,7.56,48,Closed
548,3091,9812,742535.96,12.14,24,Default
549,9865,2640,845696.33,4.35,12,Active
550,9678,14619,21873.53,9.29,12,Closed
551,4315,9294,662223.2,9.49,12,Default
552,6021,10082,471382.1,14.33,12,Active
553,9809,14069,796892.5,14.94,24,Default
554,9800,6553,786799.24,12.34,12,Active
555,1060,2202,149886.67,6.2,24,Active
556,129,9384,612197.13,6.69,36,Default
557,1162,576,547981.87,3.1,36,Closed
558,379,8627,52239.79,7.19,36,Closed
559,8790,14051,210879.87,8.66,24,Active
560,7417,9434,692411.85,7.81,36,Default
561,4326,1735,789121.41,7.65,12,Closed
562,2726,12337,747685.06,6.55,36,Closed
563,2122,11840,672634.05,6.51,48,Active
564,5953,13856,492246.1,10.36,12,Closed
565,1776,5778,878459.63,7.31,36,Default
566,2487,12828,198307.89,7.62,12,Closed
567,4689,2207,175454.9,3.98,48,Default
568,2704,11984,968356.38,11.63,36,Default
569,9371,3047,108498.11,5.21,24,Default
570,4050,515,175921.23,7.03,48,Default
571,7954,12992,758770.28,7.6,12,Active
572,3678,14518,396533.29,13.34,12,Closed
573,4003,5642,688107.09,6.79,36,Closed
574,2552,8033,55590.44,5.69,12,Active
575,9910,7117,133716.48,7.23,36,Active
576,6991,6878,951795.77,11.79,24,Active
577,6893,5367,894683.07,7.14,48,Closed
578,6904,6151,444348.3,8.44,12,Closed
579,4957,10986,151364.5,5.42,12,Active
580,4449,12003,602652.84,11.78,36,Default
581,849,3510,811676.03,11.81,24,Closed
582,5728,9410,937189.7,11.44,36,Default
583,1998,12697,86522.07,14.16,48,Closed
584,8462,340,370212.45,9.43,24,Default
585,8541,2668,285447.94,6.6,24,Closed
586,8324,13712,938013.85,12.06,36,Closed
587,7563,7737,735782.18,13.42,12,Default
588,8033,11790,656594.15,9.05,36,Closed
589,6003,3918,803178.9,6.6,36,Closed
590,9658,8614,567138.77,5.98,48,Closed
591,9596,6644,36516.8,14.53,48,Active
592,5684,554,734082.43,9.63,24,Default
593,1927,4085,570021.08,8.59,12,Default
594,1983,10062,594619.02,13.52,36,Closed
595,8590,2334,916959.32,7.05,24,Active
596,6684,4846,648452.5,14.59,12,Active
597,2183,5988,599835.71,14.1,12,Closed
598,6348,10264,731967.91,14.12,36,Active
599,9131,12425,863776.12,7.04,36,Default
600,1806,3360,638051.08,6.54,24,Closed
601,9756,12516,851639.95,10.97,12,Active
602,3352,9830,622556.34,8.53,12,Active
603,2311,8703,525955.38,12.57,48,Default
604,50,10215,652491.6,9.62,24,Closed
605,9079,120,785934.6,9.6,12,Default
606,2316,3640,558031.15,3.1,12,Closed
607,68,5836,386986.35,6.36,24,Closed
608,5377,11565,480846.22,11.63,24,Active
609,9306,751,220800.08,10.16,48,Active
610,4369,7219,479226.56,10.93,24,Active
611,6674,1744,328532.35,11.64,12,Active
612,8913,1636,828860.48,9.11,36,Closed
613,9970,8364,38191.44,8.99,36,Default
614,8296,12660,794130.49,12.45,12,Active
615,6688,11036,857462.12,4.2,48,Active
616,9304,7465,591175.37,13.9,12,Active
617,9032,1931,393886.89,3.24,36,Default
618,8132,13741,726400.96,11.62,36,Active
619,7833,14250,592310.01,7.84,36,Closed
620,4049,5861,53715.62,3.91,24,Default
621,8899,10360,329875.35,6.85,48,Closed
622,2324,10835,559050.39,12.42,36,Closed
623,2900,13685,767142.13,4.54,36,Active
624,1230,2102,202031.77,12.59,48,Active
625,4598,12523,693247.67,14.32,36,Closed
626,440,14058,276931.14,9.72,36,Default
627,8832,5588,241082.3,4.85,24,Default
628,7424,1963,139226.17,8.98,24,Default
